dataset,delta,lambda,err
rhee2006,0.15151515151515152,4.859336742600934e-5,0.44844413087389506
rhee2006,0.15151515151515152,4.226403285261107e-5,0.45428177245926943
rhee2006,0.15151515151515152,3.675910042016374e-5,0.4579182494511892
rhee2006,0.15151515151515152,3.197119092756432e-5,0.46199770904822485
rhee2006,0.15151515151515152,2.780691142175182e-5,0.46663198595814365
rhee2006,0.15151515151515152,2.4185033474949673e-5,0.4671002373316318
rhee2006,0.15151515151515152,2.1034908743115163e-5,0.4703177653507538
rhee2006,0.15151515151515152,1.8295090899480522e-5,0.4749391502063957
rhee2006,0.15151515151515152,1.5912137062624853e-5,0.4768576634664535
rhee2006,0.15151515151515152,1.3839565339735445e-5,0.4785199528462919
rhee2006,0.15151515151515152,1.2036948150898538e-5,0.4789950229962324
rhee2006,0.15151515151515152,1.0469123648805985e-5,0.47953694801872515
rhee2006,0.15151515151515152,9.105509851831246e-6,0.4801276669959475
rhee2006,0.15151515151515152,7.919508111956634e-6,0.48224565829731514
rhee2006,0.15151515151515152,6.887984281597721e-6,0.4837022377307409
rhee2006,0.15151515151515152,5.990817458966592e-6,0.48419923102829987
rhee2006,0.15151515151515152,5.210507509801393e-6,0.48596634809699996
rhee2006,0.15151515151515152,4.5318337097822355e-6,0.4864519255658926
rhee2006,0.15151515151515152,3.941557849112745e-6,0.48847229142587795
rhee2006,0.16161616161616163,3.9415578491127463,1.0030479203183869
rhee2006,0.16161616161616163,3.428166008026107,1.0030479203183869
rhee2006,0.16161616161616163,2.981643966288894,1.0030479203183869
rhee2006,0.16161616161616163,2.593281865841097,1.0030479203183869
rhee2006,0.16161616161616163,2.255504316322078,1.0030479203183869
rhee2006,0.16161616161616163,1.9617226295212329,1.0030479203183869
rhee2006,0.16161616161616163,1.7062063004388275,1.0030479203183869
rhee2006,0.16161616161616163,1.4839712280668482,1.0030479203183869
rhee2006,0.16161616161616163,1.2906824955246283,1.0030479203183869
rhee2006,0.16161616161616163,1.1225698131787771,1.0030479203183869
rhee2006,0.16161616161616163,0.9763539753810727,1.0030479203183869
rhee2006,0.16161616161616163,0.8491828962895958,1.0030479203183869
rhee2006,0.16161616161616163,0.7385759770879564,1.0030479203183869
rhee2006,0.16161616161616163,0.642375719429705,0.9894012035076524
rhee2006,0.16161616161616163,0.5587056412798669,0.9167056796414566
rhee2006,0.16161616161616163,0.4859336742600932,0.8620866675026978
rhee2006,0.16161616161616163,0.42264032852611094,0.817033859727135
rhee2006,0.16161616161616163,0.36759100420163726,0.7729766475122254
rhee2006,0.16161616161616163,0.31971190927564336,0.7229676971224855
rhee2006,0.16161616161616163,0.27806911421751807,0.6667079732812041
rhee2006,0.16161616161616163,0.24185033474949683,0.619250314553932
rhee2006,0.16161616161616163,0.21034908743115185,0.5735108671084322
rhee2006,0.16161616161616163,0.18295090899480526,0.539022398732957
rhee2006,0.16161616161616163,0.15912137062624873,0.5117094827664062
rhee2006,0.16161616161616163,0.13839565339735446,0.48757815741647015
rhee2006,0.16161616161616163,0.12036948150898548,0.46550348538577535
rhee2006,0.16161616161616163,0.10469123648805984,0.44692868975844025
rhee2006,0.16161616161616163,0.09105509851831253,0.428077619367314
rhee2006,0.16161616161616163,0.0791950811195663,0.40287627105455126
rhee2006,0.16161616161616163,0.06887984281597724,0.38195712029614154
rhee2006,0.16161616161616163,0.059908174589665894,0.36049265152827376
rhee2006,0.16161616161616163,0.052105075098013945,0.3307551901018869
rhee2006,0.16161616161616163,0.045318337097822334,0.3018558972092411
rhee2006,0.16161616161616163,0.039415578491127465,0.27746725789108717
rhee2006,0.16161616161616163,0.03428166008026107,0.2587099685693203
rhee2006,0.16161616161616163,0.02981643966288893,0.24436429018952865
rhee2006,0.16161616161616163,0.025932818658410964,0.23159328640078658
rhee2006,0.16161616161616163,0.02255504316322078,0.2185071798554201
rhee2006,0.16161616161616163,0.01961722629521233,0.20607298640282146
rhee2006,0.16161616161616163,0.017062063004388277,0.1965386186045177
rhee2006,0.16161616161616163,0.014839712280668483,0.1898362371662794
rhee2006,0.16161616161616163,0.012906824955246286,0.18586223093090304
rhee2006,0.16161616161616163,0.011225698131787773,0.1826309229943618
rhee2006,0.16161616161616163,0.00976353975381073,0.18043529405734146
rhee2006,0.16161616161616163,0.008491828962895954,0.17891146315173811
rhee2006,0.16161616161616163,0.007385759770879561,0.178408951522192
rhee2006,0.16161616161616163,0.006423757194297047,0.1788456126784021
rhee2006,0.16161616161616163,0.005587056412798667,0.1804066922977846
rhee2006,0.16161616161616163,0.004859336742600931,0.1820475944478706
rhee2006,0.16161616161616163,0.004226403285261108,0.18433319053897285
rhee2006,0.16161616161616163,0.003675910042016372,0.18723988427460728
rhee2006,0.16161616161616163,0.0031971190927564336,0.19083684485769642
rhee2006,0.16161616161616163,0.002780691142175181,0.1941128634256485
rhee2006,0.16161616161616163,0.0024185033474949684,0.19803618236582124
rhee2006,0.16161616161616163,0.002103490874311519,0.2037812522811666
rhee2006,0.16161616161616163,0.001829509089948053,0.2107580220773614
rhee2006,0.16161616161616163,0.0015912137062624862,0.21880700672031175
rhee2006,0.16161616161616163,0.001383956533973544,0.22822596090520683
rhee2006,0.16161616161616163,0.0012036948150898543,0.2382084368696628
rhee2006,0.16161616161616163,0.0010469123648805978,0.24858005011977052
rhee2006,0.16161616161616163,0.000910550985183125,0.25881781681736604
rhee2006,0.16161616161616163,0.000791950811195663,0.2671309541969328
rhee2006,0.16161616161616163,0.0006887984281597724,0.275608310461824
rhee2006,0.16161616161616163,0.0005990817458966589,0.2844101393363323
rhee2006,0.16161616161616163,0.0005210507509801394,0.2926277890163496
rhee2006,0.16161616161616163,0.0004531833709782233,0.3008305753142999
rhee2006,0.16161616161616163,0.00039415578491127463,0.3090867408282616
rhee2006,0.16161616161616163,0.0003428166008026107,0.3173953864386871
rhee2006,0.16161616161616163,0.00029816439662888947,0.330138684621268
rhee2006,0.16161616161616163,0.0002593281865841095,0.3412184677282997
rhee2006,0.16161616161616163,0.0002255504316322079,0.35415695747387743
rhee2006,0.16161616161616163,0.0001961722629521232,0.36349174135059414
rhee2006,0.16161616161616163,0.00017062063004388283,0.3737476340910349
rhee2006,0.16161616161616163,0.00014839712280668478,0.38551682788557484
rhee2006,0.16161616161616163,0.0001290682495524629,0.3955351972643936
rhee2006,0.16161616161616163,0.00011225698131787768,0.40625839723781093
rhee2006,0.16161616161616163,9.763539753810717e-5,0.4168640341079697
rhee2006,0.16161616161616163,8.491828962895957e-5,0.42713775027711764
rhee2006,0.16161616161616163,7.385759770879558e-5,0.4338315861011677
rhee2006,0.16161616161616163,6.42375719429705e-5,0.44113260090523615
rhee2006,0.16161616161616163,5.5870564127986646e-5,0.4457715499054791
rhee2006,0.16161616161616163,4.859336742600934e-5,0.45086295883000554
rhee2006,0.16161616161616163,4.226403285261107e-5,0.45544472057785274
rhee2006,0.16161616161616163,3.675910042016374e-5,0.46011297225306075
rhee2006,0.16161616161616163,3.197119092756432e-5,0.46459690301232365
rhee2006,0.16161616161616163,2.780691142175182e-5,0.4669847052175922
rhee2006,0.16161616161616163,2.4185033474949673e-5,0.46839855821222237
rhee2006,0.16161616161616163,2.1034908743115163e-5,0.4742042387487374
rhee2006,0.16161616161616163,1.8295090899480522e-5,0.47462846749108056
rhee2006,0.16161616161616163,1.5912137062624853e-5,0.47606993921028185
rhee2006,0.16161616161616163,1.3839565339735445e-5,0.4787504169984665
rhee2006,0.16161616161616163,1.2036948150898538e-5,0.4800742810792156
rhee2006,0.16161616161616163,1.0469123648805985e-5,0.48058048861713604
rhee2006,0.16161616161616163,9.105509851831246e-6,0.48113856058134846
rhee2006,0.16161616161616163,7.919508111956634e-6,0.4836047779540605
rhee2006,0.16161616161616163,6.887984281597721e-6,0.48410696763459715
rhee2006,0.16161616161616163,5.990817458966592e-6,0.48737975386494975
rhee2006,0.16161616161616163,5.210507509801393e-6,0.487765074402745
rhee2006,0.16161616161616163,4.5318337097822355e-6,0.488186851647532
rhee2006,0.16161616161616163,3.941557849112745e-6,0.48862710541628923
rhee2006,0.1717171717171717,3.9415578491127463,1.0030479203183869
rhee2006,0.1717171717171717,3.428166008026107,1.0030479203183869
rhee2006,0.1717171717171717,2.981643966288894,1.0030479203183869
rhee2006,0.1717171717171717,2.593281865841097,1.0030479203183869
rhee2006,0.1717171717171717,2.255504316322078,1.0030479203183869
rhee2006,0.1717171717171717,1.9617226295212329,1.0030479203183869
rhee2006,0.1717171717171717,1.7062063004388275,1.0030479203183869
rhee2006,0.1717171717171717,1.4839712280668482,1.0030479203183869
rhee2006,0.1717171717171717,1.2906824955246283,1.0030479203183869
rhee2006,0.1717171717171717,1.1225698131787771,1.0030479203183869
rhee2006,0.1717171717171717,0.9763539753810727,1.0030479203183869
rhee2006,0.1717171717171717,0.8491828962895958,1.0030479203183869
rhee2006,0.1717171717171717,0.7385759770879564,1.0030479203183869
rhee2006,0.1717171717171717,0.642375719429705,0.9805753554842764
rhee2006,0.1717171717171717,0.5587056412798669,0.9100717316938501
rhee2006,0.1717171717171717,0.4859336742600932,0.857105278202936
rhee2006,0.1717171717171717,0.42264032852611094,0.8116708685785703
rhee2006,0.1717171717171717,0.36759100420163726,0.7686672759137997
rhee2006,0.1717171717171717,0.31971190927564336,0.7142135615848291
rhee2006,0.1717171717171717,0.27806911421751807,0.6602368487037804
rhee2006,0.1717171717171717,0.24185033474949683,0.6123660556620428
rhee2006,0.1717171717171717,0.21034908743115185,0.5683381027386671
rhee2006,0.1717171717171717,0.18295090899480526,0.5351488556917436
rhee2006,0.1717171717171717,0.15912137062624873,0.5081222086826591
rhee2006,0.1717171717171717,0.13839565339735446,0.4846635475283304
rhee2006,0.1717171717171717,0.12036948150898548,0.4627417664352167
rhee2006,0.1717171717171717,0.10469123648805984,0.4439559321050177
rhee2006,0.1717171717171717,0.09105509851831253,0.42397887810160967
rhee2006,0.1717171717171717,0.0791950811195663,0.39892073925535665
rhee2006,0.1717171717171717,0.06887984281597724,0.3782496651070147
rhee2006,0.1717171717171717,0.059908174589665894,0.3535353468010338
rhee2006,0.1717171717171717,0.052105075098013945,0.32178041174492167
rhee2006,0.1717171717171717,0.045318337097822334,0.29399930131315327
rhee2006,0.1717171717171717,0.039415578491127465,0.2714937795936218
rhee2006,0.1717171717171717,0.03428166008026107,0.25419936152407574
rhee2006,0.1717171717171717,0.02981643966288893,0.24082659701610373
rhee2006,0.1717171717171717,0.025932818658410964,0.22799407033233293
rhee2006,0.1717171717171717,0.02255504316322078,0.21455221154891613
rhee2006,0.1717171717171717,0.01961722629521233,0.20287821551091004
rhee2006,0.1717171717171717,0.017062063004388277,0.1943638544218883
rhee2006,0.1717171717171717,0.014839712280668483,0.18834550741401618
rhee2006,0.1717171717171717,0.012906824955246286,0.18487614893659693
rhee2006,0.1717171717171717,0.011225698131787773,0.18178454196713603
rhee2006,0.1717171717171717,0.00976353975381073,0.17986961588181516
rhee2006,0.1717171717171717,0.008491828962895954,0.17843916581513586
rhee2006,0.1717171717171717,0.007385759770879561,0.17844953437898514
rhee2006,0.1717171717171717,0.006423757194297047,0.1792168598212111
rhee2006,0.1717171717171717,0.005587056412798667,0.18087543585981483
rhee2006,0.1717171717171717,0.004859336742600931,0.1825042964990136
rhee2006,0.1717171717171717,0.004226403285261108,0.18510081637470058
rhee2006,0.1717171717171717,0.003675910042016372,0.18815761726939118
rhee2006,0.1717171717171717,0.0031971190927564336,0.19179772656451474
rhee2006,0.1717171717171717,0.002780691142175181,0.19531128744908388
rhee2006,0.1717171717171717,0.0024185033474949684,0.19995616184808623
rhee2006,0.1717171717171717,0.002103490874311519,0.20626650386240458
rhee2006,0.1717171717171717,0.001829509089948053,0.21324145978519563
rhee2006,0.1717171717171717,0.0015912137062624862,0.2221751746877367
rhee2006,0.1717171717171717,0.001383956533973544,0.23125454571799162
rhee2006,0.1717171717171717,0.0012036948150898543,0.24230135637381545
rhee2006,0.1717171717171717,0.0010469123648805978,0.2525515139903728
rhee2006,0.1717171717171717,0.000910550985183125,0.2619842760861542
rhee2006,0.1717171717171717,0.000791950811195663,0.2700738642644291
rhee2006,0.1717171717171717,0.0006887984281597724,0.2791450974061473
rhee2006,0.1717171717171717,0.0005990817458966589,0.2876091008311061
rhee2006,0.1717171717171717,0.0005210507509801394,0.29583579725055764
rhee2006,0.1717171717171717,0.0004531833709782233,0.3042306269719874
rhee2006,0.1717171717171717,0.00039415578491127463,0.31210001524381525
rhee2006,0.1717171717171717,0.0003428166008026107,0.3220113888273531
rhee2006,0.1717171717171717,0.00029816439662888947,0.3336100594600061
rhee2006,0.1717171717171717,0.0002593281865841095,0.34578047314461424
rhee2006,0.1717171717171717,0.0002255504316322079,0.3583019006794029
rhee2006,0.1717171717171717,0.0001961722629521232,0.3679921997763613
rhee2006,0.1717171717171717,0.00017062063004388283,0.37837362499195565
rhee2006,0.1717171717171717,0.00014839712280668478,0.38828867794916383
rhee2006,0.1717171717171717,0.0001290682495524629,0.3993212558305615
rhee2006,0.1717171717171717,0.00011225698131787768,0.4098718500016838
rhee2006,0.1717171717171717,9.763539753810717e-5,0.4214093770610094
rhee2006,0.1717171717171717,8.491828962895957e-5,0.4288985137206081
rhee2006,0.1717171717171717,7.385759770879558e-5,0.43694417653981743
rhee2006,0.1717171717171717,6.42375719429705e-5,0.44316387487688014
rhee2006,0.1717171717171717,5.5870564127986646e-5,0.44912855291384085
rhee2006,0.1717171717171717,4.859336742600934e-5,0.4526820010116499
rhee2006,0.1717171717171717,4.226403285261107e-5,0.4584323091882344
rhee2006,0.1717171717171717,3.675910042016374e-5,0.4596781982574558
rhee2006,0.1717171717171717,3.197119092756432e-5,0.46327960332122575
rhee2006,0.1717171717171717,2.780691142175182e-5,0.46748566830596416
rhee2006,0.1717171717171717,2.4185033474949673e-5,0.47045940276979414
rhee2006,0.1717171717171717,2.1034908743115163e-5,0.47336364169827827
rhee2006,0.1717171717171717,1.8295090899480522e-5,0.4751340844432104
rhee2006,0.1717171717171717,1.5912137062624853e-5,0.4780982344105665
rhee2006,0.1717171717171717,1.3839565339735445e-5,0.47934642263053784
rhee2006,0.1717171717171717,1.2036948150898538e-5,0.4798417394170471
rhee2006,0.1717171717171717,1.0469123648805985e-5,0.4803966577557577
rhee2006,0.1717171717171717,9.105509851831246e-6,0.4819570320588032
rhee2006,0.1717171717171717,7.919508111956634e-6,0.48341568113980415
rhee2006,0.1717171717171717,6.887984281597721e-6,0.48393008596495035
rhee2006,0.1717171717171717,5.990817458966592e-6,0.48532314795124876
rhee2006,0.1717171717171717,5.210507509801393e-6,0.4870693966332498
rhee2006,0.1717171717171717,4.5318337097822355e-6,0.48751537853598553
rhee2006,0.1717171717171717,3.941557849112745e-6,0.48979030422376835
rhee2006,0.18181818181818182,3.9415578491127463,1.0030479203183869
rhee2006,0.18181818181818182,3.428166008026107,1.0030479203183869
rhee2006,0.18181818181818182,2.981643966288894,1.0030479203183869
rhee2006,0.18181818181818182,2.593281865841097,1.0030479203183869
rhee2006,0.18181818181818182,2.255504316322078,1.0030479203183869
rhee2006,0.18181818181818182,1.9617226295212329,1.0030479203183869
rhee2006,0.18181818181818182,1.7062063004388275,1.0030479203183869
rhee2006,0.18181818181818182,1.4839712280668482,1.0030479203183869
rhee2006,0.18181818181818182,1.2906824955246283,1.0030479203183869
rhee2006,0.18181818181818182,1.1225698131787771,1.0030479203183869
rhee2006,0.18181818181818182,0.9763539753810727,1.0030479203183869
rhee2006,0.18181818181818182,0.8491828962895958,1.0030479203183869
rhee2006,0.18181818181818182,0.7385759770879564,1.0030479203183869
rhee2006,0.18181818181818182,0.642375719429705,0.9720152685413118
rhee2006,0.18181818181818182,0.5587056412798669,0.9036381911695998
rhee2006,0.18181818181818182,0.4859336742600932,0.8522749408814697
rhee2006,0.18181818181818182,0.42264032852611094,0.8064690861237908
rhee2006,0.18181818181818182,0.36759100420163726,0.7630235373925798
rhee2006,0.18181818181818182,0.31971190927564336,0.7058317969155762
rhee2006,0.18181818181818182,0.27806911421751807,0.6540474113828133
rhee2006,0.18181818181818182,0.24185033474949683,0.6057515495993985
rhee2006,0.18181818181818182,0.21034908743115185,0.5633640618800204
rhee2006,0.18181818181818182,0.18295090899480526,0.5314057093942466
rhee2006,0.18181818181818182,0.15912137062624873,0.5047009702598088
rhee2006,0.18181818181818182,0.13839565339735446,0.48116277370047145
rhee2006,0.18181818181818182,0.12036948150898548,0.46009078190273944
rhee2006,0.18181818181818182,0.10469123648805984,0.44102557437627254
rhee2006,0.18181818181818182,0.09105509851831253,0.41965103978668344
rhee2006,0.18181818181818182,0.0791950811195663,0.3951683983092462
rhee2006,0.18181818181818182,0.06887984281597724,0.37472791231612135
rhee2006,0.18181818181818182,0.059908174589665894,0.3450223215664871
rhee2006,0.18181818181818182,0.052105075098013945,0.3136050690414161
rhee2006,0.18181818181818182,0.045318337097822334,0.28682850201377363
rhee2006,0.18181818181818182,0.039415578491127465,0.2660200047764729
rhee2006,0.18181818181818182,0.03428166008026107,0.25008012899861354
rhee2006,0.18181818181818182,0.02981643966288893,0.23759154522821269
rhee2006,0.18181818181818182,0.025932818658410964,0.22443543275996145
rhee2006,0.18181818181818182,0.02255504316322078,0.21090444023325097
rhee2006,0.18181818181818182,0.01961722629521233,0.19999971987828363
rhee2006,0.18181818181818182,0.017062063004388277,0.19235559543611483
rhee2006,0.18181818181818182,0.014839712280668483,0.18720716335035847
rhee2006,0.18181818181818182,0.012906824955246286,0.1838831069492662
rhee2006,0.18181818181818182,0.011225698131787773,0.1810931437797725
rhee2006,0.18181818181818182,0.00976353975381073,0.17931850569308644
rhee2006,0.18181818181818182,0.008491828962895954,0.17823364575614817
rhee2006,0.18181818181818182,0.007385759770879561,0.17859342816022364
rhee2006,0.18181818181818182,0.006423757194297047,0.17975418947060523
rhee2006,0.18181818181818182,0.005587056412798667,0.18114802211538672
rhee2006,0.18181818181818182,0.004859336742600931,0.18310834374256804
rhee2006,0.18181818181818182,0.004226403285261108,0.18588107902046522
rhee2006,0.18181818181818182,0.003675910042016372,0.189216215970346
rhee2006,0.18181818181818182,0.0031971190927564336,0.19287476119334473
rhee2006,0.18181818181818182,0.002780691142175181,0.19678347031686008
rhee2006,0.18181818181818182,0.0024185033474949684,0.2020825948376534
rhee2006,0.18181818181818182,0.002103490874311519,0.2087378079050592
rhee2006,0.18181818181818182,0.001829509089948053,0.2161156376392917
rhee2006,0.18181818181818182,0.0015912137062624862,0.2255720363363303
rhee2006,0.18181818181818182,0.001383956533973544,0.23518810743088583
rhee2006,0.18181818181818182,0.0012036948150898543,0.24539550902450927
rhee2006,0.18181818181818182,0.0010469123648805978,0.25607034184234706
rhee2006,0.18181818181818182,0.000910550985183125,0.26478698075633356
rhee2006,0.18181818181818182,0.000791950811195663,0.27288961482703333
rhee2006,0.18181818181818182,0.0006887984281597724,0.2819321730724109
rhee2006,0.18181818181818182,0.0005990817458966589,0.29058556422539034
rhee2006,0.18181818181818182,0.0005210507509801394,0.2987114228011092
rhee2006,0.18181818181818182,0.0004531833709782233,0.30710820060231625
rhee2006,0.18181818181818182,0.00039415578491127463,0.3149136105351748
rhee2006,0.18181818181818182,0.0003428166008026107,0.3263611579691146
rhee2006,0.18181818181818182,0.00029816439662888947,0.33825157242148346
rhee2006,0.18181818181818182,0.0002593281865841095,0.350201353106537
rhee2006,0.18181818181818182,0.0002255504316322079,0.3631105504205178
rhee2006,0.18181818181818182,0.0001961722629521232,0.3716130805208727
rhee2006,0.18181818181818182,0.00017062063004388283,0.3829372414134453
rhee2006,0.18181818181818182,0.00014839712280668478,0.3923236877711438
rhee2006,0.18181818181818182,0.0001290682495524629,0.40409651249206346
rhee2006,0.18181818181818182,0.00011225698131787768,0.4152161075584314
rhee2006,0.18181818181818182,9.763539753810717e-5,0.4258318842743098
rhee2006,0.18181818181818182,8.491828962895957e-5,0.4324493547988404
rhee2006,0.18181818181818182,7.385759770879558e-5,0.4395281001962918
rhee2006,0.18181818181818182,6.42375719429705e-5,0.4447018928627717
rhee2006,0.18181818181818182,5.5870564127986646e-5,0.4505898331599977
rhee2006,0.18181818181818182,4.859336742600934e-5,0.4519400169090143
rhee2006,0.18181818181818182,4.226403285261107e-5,0.4606025592245364
rhee2006,0.18181818181818182,3.675910042016374e-5,0.46287736742911995
rhee2006,0.18181818181818182,3.197119092756432e-5,0.4664034134426342
rhee2006,0.18181818181818182,2.780691142175182e-5,0.46818163271154356
rhee2006,0.18181818181818182,2.4185033474949673e-5,0.47012343199612605
rhee2006,0.18181818181818182,2.1034908743115163e-5,0.47722355778613584
rhee2006,0.18181818181818182,1.8295090899480522e-5,0.4783747200724252
rhee2006,0.18181818181818182,1.5912137062624853e-5,0.4788302968170187
rhee2006,0.18181818181818182,1.3839565339735445e-5,0.4793641869603896
rhee2006,0.18181818181818182,1.2036948150898538e-5,0.4799523929762517
rhee2006,0.18181818181818182,1.0469123648805985e-5,0.48057952524220127
rhee2006,0.18181818181818182,9.105509851831246e-6,0.4821926337450661
rhee2006,0.18181818181818182,7.919508111956634e-6,0.4827782239916311
rhee2006,0.18181818181818182,6.887984281597721e-6,0.48565321776371384
rhee2006,0.18181818181818182,5.990817458966592e-6,0.48612428730477414
rhee2006,0.18181818181818182,5.210507509801393e-6,0.4866184318478457
rhee2006,0.18181818181818182,4.5318337097822355e-6,0.48902834893945757
rhee2006,0.18181818181818182,3.941557849112745e-6,0.49013085567710696
rhee2006,0.1919191919191919,3.9415578491127463,1.0030479203183869
rhee2006,0.1919191919191919,3.428166008026107,1.0030479203183869
rhee2006,0.1919191919191919,2.981643966288894,1.0030479203183869
rhee2006,0.1919191919191919,2.593281865841097,1.0030479203183869
rhee2006,0.1919191919191919,2.255504316322078,1.0030479203183869
rhee2006,0.1919191919191919,1.9617226295212329,1.0030479203183869
rhee2006,0.1919191919191919,1.7062063004388275,1.0030479203183869
rhee2006,0.1919191919191919,1.4839712280668482,1.0030479203183869
rhee2006,0.1919191919191919,1.2906824955246283,1.0030479203183869
rhee2006,0.1919191919191919,1.1225698131787771,1.0030479203183869
rhee2006,0.1919191919191919,0.9763539753810727,1.0030479203183869
rhee2006,0.1919191919191919,0.8491828962895958,1.0030479203183869
rhee2006,0.1919191919191919,0.7385759770879564,1.0030479203183869
rhee2006,0.1919191919191919,0.642375719429705,0.9637130238943767
rhee2006,0.1919191919191919,0.5587056412798669,0.8973990771737035
rhee2006,0.1919191919191919,0.4859336742600932,0.8475911393644464
rhee2006,0.1919191919191919,0.42264032852611094,0.8014237053665536
rhee2006,0.1919191919191919,0.36759100420163726,0.7575608325418091
rhee2006,0.1919191919191919,0.31971190927564336,0.6978119066840412
rhee2006,0.1919191919191919,0.27806911421751807,0.6481207520103138
rhee2006,0.1919191919191919,0.24185033474949683,0.5993923504675833
rhee2006,0.1919191919191919,0.21034908743115185,0.5585816616742615
rhee2006,0.1919191919191919,0.18295090899480526,0.5278071349659419
rhee2006,0.1919191919191919,0.15912137062624873,0.5013991062425645
rhee2006,0.1919191919191919,0.13839565339735446,0.47784508401650955
rhee2006,0.1919191919191919,0.12036948150898548,0.4575403211040417
rhee2006,0.1919191919191919,0.10469123648805984,0.4380723779845533
rhee2006,0.1919191919191919,0.09105509851831253,0.4151396431433973
rhee2006,0.1919191919191919,0.0791950811195663,0.39159708024575907
rhee2006,0.1919191919191919,0.06887984281597724,0.36769561399683526
rhee2006,0.1919191919191919,0.059908174589665894,0.33508567272474926
rhee2006,0.1919191919191919,0.052105075098013945,0.3054538242435139
rhee2006,0.1919191919191919,0.045318337097822334,0.28027625001425144
rhee2006,0.1919191919191919,0.039415578491127465,0.2610070369435692
rhee2006,0.1919191919191919,0.03428166008026107,0.24616334736603507
rhee2006,0.1919191919191919,0.02981643966288893,0.23381675429267393
rhee2006,0.1919191919191919,0.025932818658410964,0.22023146636032678
rhee2006,0.1919191919191919,0.02255504316322078,0.2073292391427859
rhee2006,0.1919191919191919,0.01961722629521233,0.1975062087995497
rhee2006,0.1919191919191919,0.017062063004388277,0.19055523377020328
rhee2006,0.1919191919191919,0.014839712280668483,0.18621647285626686
rhee2006,0.1919191919191919,0.012906824955246286,0.18287303936789748
rhee2006,0.1919191919191919,0.011225698131787773,0.1805110788322279
rhee2006,0.1919191919191919,0.00976353975381073,0.17877626459942714
rhee2006,0.1919191919191919,0.008491828962895954,0.17816773606885444
rhee2006,0.1919191919191919,0.007385759770879561,0.17881042739948444
rhee2006,0.1919191919191919,0.006423757194297047,0.1803497339674061
rhee2006,0.1919191919191919,0.005587056412798667,0.18150566469269075
rhee2006,0.1919191919191919,0.004859336742600931,0.1838202033530421
rhee2006,0.1919191919191919,0.004226403285261108,0.1868171877004562
rhee2006,0.1919191919191919,0.003675910042016372,0.19028907989447227
rhee2006,0.1919191919191919,0.0031971190927564336,0.19414522502910098
rhee2006,0.1919191919191919,0.002780691142175181,0.19868845579074132
rhee2006,0.1919191919191919,0.0024185033474949684,0.20469888933376607
rhee2006,0.1919191919191919,0.002103490874311519,0.2113238375230433
rhee2006,0.1919191919191919,0.001829509089948053,0.21952466215983668
rhee2006,0.1919191919191919,0.0015912137062624862,0.22907578665881334
rhee2006,0.1919191919191919,0.001383956533973544,0.23918132579067067
rhee2006,0.1919191919191919,0.0012036948150898543,0.24960850769052512
rhee2006,0.1919191919191919,0.0010469123648805978,0.25974376541168087
rhee2006,0.1919191919191919,0.000910550985183125,0.2679843909361827
rhee2006,0.1919191919191919,0.000791950811195663,0.27674864061780596
rhee2006,0.1919191919191919,0.0006887984281597724,0.28539397193988747
rhee2006,0.1919191919191919,0.0005990817458966589,0.2937149235734383
rhee2006,0.1919191919191919,0.0005210507509801394,0.30221185851771576
rhee2006,0.1919191919191919,0.0004531833709782233,0.31018340256090976
rhee2006,0.1919191919191919,0.00039415578491127463,0.31929881814168976
rhee2006,0.1919191919191919,0.0003428166008026107,0.33092082841079956
rhee2006,0.1919191919191919,0.00029816439662888947,0.3426676428581801
rhee2006,0.1919191919191919,0.0002593281865841095,0.3555055850525541
rhee2006,0.1919191919191919,0.0002255504316322079,0.36624686660168737
rhee2006,0.1919191919191919,0.0001961722629521232,0.3766985632903906
rhee2006,0.1919191919191919,0.00017062063004388283,0.38727176932337326
rhee2006,0.1919191919191919,0.00014839712280668478,0.3975361631918986
rhee2006,0.1919191919191919,0.0001290682495524629,0.40838612155125226
rhee2006,0.1919191919191919,0.00011225698131787768,0.41901255001519655
rhee2006,0.1919191919191919,9.763539753810717e-5,0.4275966157973668
rhee2006,0.1919191919191919,8.491828962895957e-5,0.4367177402242688
rhee2006,0.1919191919191919,7.385759770879558e-5,0.44151366242581025
rhee2006,0.1919191919191919,6.42375719429705e-5,0.448527694034882
rhee2006,0.1919191919191919,5.5870564127986646e-5,0.44901699111957877
rhee2006,0.1919191919191919,4.859336742600934e-5,0.45755837762703133
rhee2006,0.1919191919191919,4.226403285261107e-5,0.4629740550406765
rhee2006,0.1919191919191919,3.675910042016374e-5,0.46455713093879925
rhee2006,0.1919191919191919,3.197119092756432e-5,0.46783509622513764
rhee2006,0.1919191919191919,2.780691142175182e-5,0.4696785907933339
rhee2006,0.1919191919191919,2.4185033474949673e-5,0.47202809288335074
rhee2006,0.1919191919191919,2.1034908743115163e-5,0.4739616902100832
rhee2006,0.1919191919191919,1.8295090899480522e-5,0.4786512439415682
rhee2006,0.1919191919191919,1.5912137062624853e-5,0.47992113601403075
rhee2006,0.1919191919191919,1.3839565339735445e-5,0.48039825922511814
rhee2006,0.1919191919191919,1.2036948150898538e-5,0.4809383160982837
rhee2006,0.1919191919191919,1.0469123648805985e-5,0.48152414355288164
rhee2006,0.1919191919191919,9.105509851831246e-6,0.4840223625169384
rhee2006,0.1919191919191919,7.919508111956634e-6,0.4845323083914134
